date,time,user_id,username,name,,tweet,language,link,near
28/10/2020,19:24:42,557615527,ayenrayn,Rain Bright,sedih,@Ain_Aryanna Skrg korea thailand semua aku tgk. Pastu sedih sendiri sis kenangkan diri x laku2 hahaha,in,https://twitter.com/AyenRayn/status/1321412572151689216,Johor Bahru
28/10/2020,1:55:27,270965120,kaiokaiokaio,kaio,bunuh diri,Haramjadah betul ada amoi nak bunuh diri terjun dari tingkat 5,in,https://twitter.com/Kaiokaiokaio/status/1321148520846356481,Johor Bahru
27/10/2020,14:32:02,1.04E+18,shahrilskates,caril,kecewa,hari ii kecewa dengan diri sendiri,in,https://twitter.com/shahrilskates/status/1320976530672025605,Johor Bahru
27/10/2020,0:34:06,333316043,madyasirab,Madyasir Ahmad Basir,"kecewa, sedih","Pendirian aku dari Langkah Sheraton hingga hari ini tetap.  UMNO perlu kuat sendiri, bukan hanya mengharap dan menumpang parti lain (Lawan) untuk kekal / jadi kerajaan.  Harap Tok Zahid muhasabah diri. Sebagai ahli UMNO, aku kecewa dan sedih tengok keadaan UMNO hari ini.  https://t.co/eWnIs4mNTm",in,https://twitter.com/MadyasirAB/status/1320765661413425153,Johor Bahru
25/10/2020,0:56:23,259380565,anakciknan,Anak Cik Nan,bunuh diri,"Mak dario, lucinda bunuh diri sebab tak sanggup tanggung penipuan",in,https://twitter.com/anakciknan/status/1320046490358706176,Johor Bahru
24/10/2020,0:42:01,1.16E+18,athiraasaiman,athira,marah,"jangan acah acah marah kawan sendiri sebab nak jaga diri kawan sangat, pergi jaga diri sendiri. takut tertelan banyak roll 😘",in,https://twitter.com/athiraasaiman/status/1319680486986313730,Johor Bahru
23/10/2020,17:38:59,2482414992,fatinizolkafli2,Cempaka 🌼,bunuh diri,The hell... Kedarah ape 1 bulan dpt 100k gaji. Lol kau kuarantin je da 4 minggu..free2 je mkn duit rakyat. Rakyat suffer smpai bunuh diri la... Jwb la korg kat bwh nnti.,in,https://twitter.com/fatinizolkafli2/status/1319574029754265600,Johor Bahru
22/10/2020,17:35:11,8.44E+17,zhrzainudin,zuhairi,kecewa,Agak kecewa dengan diri sendiri 🙂,in,https://twitter.com/zhrzainudin/status/1319210683615956992,Johor Bahru
19/10/2020,13:34:09,2814494432,haireymht,mrHairey,bunuh diri,"Kejadian bunuh diri,tak kuat jangan tengok. 😱😩😫  info dari group whatsapp.  https://t.co/tZGh7vgie1",in,https://twitter.com/Haireymht/status/1318062861101326336,Johor Bahru
18/10/2020,22:05:27,614172104,yann_bell,Arianti 🌼,marah,"masa tu belum ada mental health awareness lagi. Bayangkan budak umur 9 tahun rasa sampai nak bunuh diri sebab cikgu BI dia selalu marah2 &amp; hina2 sebab dia tak pandai. Nasib baik ada sorang cikgu baik hati, akan aku kenang jasa dia sampai bila2",in,https://twitter.com/yann_bell/status/1317829148367233024,Johor Bahru
13/10/2020,22:18:49,333316043,madyasirab,Madyasir Ahmad Basir,#KitaJagaKita,"Oleh itu, face mask wajib pakai. Bukan untuk lindungi diri kau semata-mata, tapi untuk elakkan diri kau jadi penyebar Covid-19. Macam aku cakap tadi, kau (Yang belum pernah swab test) belum tentu negatif.  Apa-apa pun, jaga diri semua !  #KitaJagaKita",in,https://twitter.com/MadyasirAB/status/1316020570266333191,Johor Bahru
13/10/2020,20:56:11,904054045,wmswaj,wanzz,#KitaJagaKita,"Bila kena lockdown ni ofc akan ada side effect dalam diri kita. Paling terkesan adalah mental kita sendiri. Jadi untuk kawan-kawan di Selangor, KL, Putrajaya semoga tabah dan kuat menjalani PKPB mulai esok🥰❤️#KitaJagaKita",in,https://twitter.com/wmswaj/status/1315999778442944512,Johor Bahru
11/10/2020,17:35:07,71155978,ezardzainal_,Shālǐ zhā dé,bunuh diri,"Dik lepas ni kalau kau tertekan pastu ugut nak bunuh diri pun, orang buat bodoh je. LAYAK!",in,https://twitter.com/ezardzainal_/status/1315224401923645440,Johor Bahru
9/10/2020,22:05:46,397966748,veloruntheworld,Ra,bunuh diri,"Kalau jurusan sosial, Mungkin bisa bikin CV berbunga2 &amp; hiperbola. Dibidang IT/design Sama aja bunuh diri. Ngaku2 bisa skill yg kita tau hanya surface, pas dihire gak bisa ngapa2in. Bisa langsung dipecat di hari pertama!!",in,https://twitter.com/VeloRuntheworld/status/1314567735460786176,Johor Bahru
6/10/2020,21:17:25,215556269,abeeam_,ابيايام,sedih,Sedih dengan diri sendiri sebab tak pandai mendidik,in,https://twitter.com/AbeeAm_/status/1313468404674617344,Johor Bahru
5/10/2020,22:51:56,1025810876,yatttt__,Kemboja Merah,marah,"Kena marah sikit je arini. But, sampai skg aku terasa. 😌  Tapi keluar sorang diri after Maghrib sebab ada urusan. Lepas tu, aku boleh teringat setiap butir kejadian 2 tahun lepas dan ia buat aku jadi takut sangat².  Rasa nak menangis. Jantung berdegup laju. 🙃",in,https://twitter.com/yatttt__/status/1313129801377488896,Johor Bahru
5/10/2020,18:18:06,3178124946,nurnilamsariii_,Nur Nilam Sari,sedih,"@fatyhaxx alone. sebab, kita sedih. kita betul betul perlukan masa untuk kita faham diri kita sendiri. duduk. tenangkan diri. orang lain takkan sepenuhnya faham kita. kita kena calm down. lepastu, sy selalu pujuk diri, cakap kt diri sendiri takpe. it's okay. kalau perlu nangis. nangis je",in,https://twitter.com/Nurnilamsariii_/status/1313060892028751872,Johor Bahru
3/10/2020,1:06:28,4284068952,sydmhmdhzq,Syed Haziq,sedih,Happy beday antekk botakss sll ada bersama ku ssh senang gelak tawa sedih😂😂😂🥳🥳🥳the best friend ever mmg termasuk kedalam air laut😂😂😂berfikiran matang...x pndai ucap pnjg lebar have a nice day jaga diri kt LD tu ko balik kita vibing okey @rizqinhusnan  https://t.co/dGh9ZECmt6,in,https://twitter.com/sydmhmdhzq/status/1312076497692155904,Johor Bahru
1/10/2020,20:34:18,14969221,izzuddinsafuan,Nidduzzi 🇲🇾,sedih,@SyaFyn Sedih la sya kita je jaga diri tapi ramai yang tak peduli pun,in,https://twitter.com/IzzuddinSafuan/status/1311645614883500033,Johor Bahru
1/10/2020,17:41:42,2835335905,matynputra,-18°,bunuh diri,"Palabuto. Remote aircon kalau tak tahu pakai, korang gi bunuh diri sudah.",in,https://twitter.com/matynputra/status/1311602178423885824,Johor Bahru
30/9/2020,22:22:43,1021426435,cikwawa_hassan,Mdmwaniehassan,sedih,sis tak diajar utk berdendam dgn org yg lebih tua. tapi bila melibatkan arwah ayah hati mana yg tak rasa sedih org bersuara dgn nada perli seolah  kami dua beradik tak ingat kubur arwah ayah kat kelantan tu. cuma bila mcm ni cuba muhasabah diri sendiri dan alhamdulilah no dendam,in,https://twitter.com/cikwawa_hassan/status/1311310511145771009,Johor Bahru
29/9/2020,8:31:27,1932953730,lareinechika,#lrck,bunuh diri,"@cokolatstoberi Hmmmmmm. Kan? Kalau x, xkan la ada yg sampai nak bunuh diri. Some said, mcm overthinking.",in,https://twitter.com/lareinechika/status/1310738928060624896,Johor Bahru
28/9/2020,23:29:22,1.15E+18,piekajan,🦄,sedih,"Korang pernah tak buat diri korang sedih, sakit hati ? Korang sendiri yang buat. Why not korang duduk dalam bilik diam diam, then relax kan diri korang, lepastu minta maaf pada diri sendiri. Minta maaf, sebab selalu menyakiti diri sendiri...kesian diri sendiri.. Selalu sedih je..",in,https://twitter.com/piekajan/status/1310602508583145474,Johor Bahru
28/9/2020,8:03:43,82580345,_amyary,#amyary,bunuh diri,Haritu ada dah 2-3 orang member aku plan nak bunuh diri sebab pkp... sorang tu siap tanya aku kat mana ayat Quran yg cakap bunuh diri tu masuk neraka sampai bila².... ni kalau jadi lagi skali memang betul bunuh diri member² aku tu.,in,https://twitter.com/_amyary/status/1310369562349559809,Johor Bahru
25/9/2020,20:08:01,2388686156,ejattebabom,Aizat Fadzli,bunuh diri,Yang bunuh diri Paradigm tu cikgu kawan nina rupanya.,in,https://twitter.com/ejattebabom/status/1309464674656681984,Johor Bahru
24/9/2020,22:59:32,8.29E+17,cenderung_tweet,YLLWDCKSYNDRME,kecewa,"' jiwa ku resah , apakah kesudahan , kecewa atau pun bahagia , ku yakin kan diri demi rindu ku - Siti Nurhaliza '  #BidadariKirimanTuhan   . 😭 .",in,https://twitter.com/cenderung_TWEET/status/1309145450948124672,Johor Bahru
22/9/2020,7:24:27,2816091025,rita_mar174,Marita A Rahman,#KitaJagaKita,Peringatan untuk diri sendiri #KitaJagaKita,in,https://twitter.com/rita_mar174/status/1308185350066454528,Johor Bahru
19/9/2020,8:28:02,7.07E+17,syazwisuhaili,suha,bunuh diri,@fxrahamirah Tektik bunuh diri..... Hummmm😩,in,https://twitter.com/syazwisuhaili/status/1307114190709063681,Johor Bahru
19/9/2020,0:12:18,1.20E+18,nafinooh,Nafi Nooh,sedih,Sedih rasa semua dah ada kawan so tinggal aku je seorang diri,in,https://twitter.com/NafiNooh/status/1306989434592620546,Johor Bahru
17/9/2020,14:28:48,1.11E+18,fendy_ffcc,FendyFFCC,bunuh diri,wei mama cite td dlm kete. ade orang bunuh diri kt jambatan permas. AGAIN!! demmmmm,in,https://twitter.com/fendy_ffcc/status/1306480203955228672,Johor Bahru
16/9/2020,21:35:13,1.05E+18,shddramr,Merryᴘᴇᴇᴋ ftw,sedih,"Anyway tadi ada sorang ni tanya kalau kau mati kau tknk org dtg ke? Yeap, fuckin move on with your life jangan acah acah sedih fuck that. Don't fucking give up, org yg dh tkda mmg tkkan ada. Jangan acah acah simpati, baik kau perbaiki diri dari meratap aku yang dah mati.",in,https://twitter.com/shddramr/status/1306225127189655556,Johor Bahru
14/9/2020,20:41:51,267073076,pocongst,pocong,sedih,"Sedih bila dgr kes kawan baik sendiri  Kahwin 9 tahun, selama aku kenal laki dia adalah jenis yang kuat cemburu,alih alih laki dia yang main kayu tiga dengan perempuan lain   Last sekali cerai. Itu lagi bagus dari diri tersiksa 😭  Takut 😩",in,https://twitter.com/pocongst/status/1305486921506762752,Johor Bahru
13/9/2020,22:37:02,482113541,ir_khairulazwa,🌴Saudagar Kurma! 🌴,bunuh diri,@cikwawa_hassan Cuba bunuh diri?,in,https://twitter.com/Ir_Khairulazwa/status/1305153520794886145,Johor Bahru
13/9/2020,13:20:20,586398859,abceary_,ڤوتري 🦋,bunuh diri,"Bunuh diri jela kalau hidup asyik nak puaskan hidup orang lain jeh. Aku ni terkial nak hadap orang sana, nak hadap orang sini.",in,https://twitter.com/abceary_/status/1305013421004398592,Johor Bahru
11/9/2020,16:19:03,576260286,mslilpumpkin,❣︎N͜͡u͜͡y͜͡u͜͡L͜͡❣︎,bunuh diri,"Kitorang ade masalah family yg tak dapat nak di elak kan. And nyaris2 kitorang tak jadi kawen kalau ikot kan. Time tu dah redho dah konon nya takde jodoh, sampai satu tahap nak bunuh diri sbb depress sangat! Tak sanggup dah sbb dugaan terlampau banyak.",in,https://twitter.com/MsLilPumpkin/status/1304333621499633664,Johor Bahru
10/9/2020,19:05:06,195690494,lenatikah,🇲🇾 Lena 🌺,marah,Macam mana nak menahan diri drpd nak marah adik aku ni.,in,https://twitter.com/lenatikah/status/1304013021807742977,Johor Bahru
10/9/2020,10:58:41,1.05E+18,rafiqalias98,rafiqqqq,kecewa,Tiba2 rasa kecewa dengan diri sendiri sebab kecik2 suka pisahkan anak ayam dgn ibu dia,in,https://twitter.com/Rafiqalias98/status/1303890612081491968,Johor Bahru
10/9/2020,0:27:41,1.03E+18,nitefury04,nrhkmie._,kecewa,"Aku tercari-cari dimana diri aku yang dahulu , yang sering gembira dan tidak kenal erti kecewa . Kembalilah diriku yang dulu , aku amat merindukannya 🙇🏻❣️",in,https://twitter.com/nitefury04/status/1303731814998007808,Johor Bahru
9/9/2020,7:08:43,14969221,izzuddinsafuan,Nidduzzi 🇲🇾,bunuh diri,@MesutHzrl Bila ekonomi down akan makin ramai orang mabuk merata-rata dan kes bunuh diri pun meningkat.   Kena jaga diri kita jangan kita jadi mangsa,in,https://twitter.com/IzzuddinSafuan/status/1303470351263780865,Johor Bahru
8/9/2020,22:54:25,1033479176,anakandaenramli,MS QS,bunuh diri,Masih takda kekuatan untuk tengok video yg bunuh diri time live tu. Baca komen pun dah ngeri 😔,in,https://twitter.com/AnakandaEnRamli/status/1303345953961701376,Johor Bahru
8/9/2020,22:51:26,7.49E+17,atiegrace,Intan 🧚🏻,bunuh diri,"Taknak tengok video lelaki yg buat live bunuh diri tu. tapi haritu pernah tertengok vid kat mexico rasanya. Budak tu kena sembelih dgn geng kartel kot, dahlah pisau tu mcm tumpul dia sembelih byk kali kepala budak tu😭",in,https://twitter.com/atiegrace/status/1303345203613372417,Johor Bahru
8/9/2020,9:18:15,318394743,profgenius91,Don_Pablo 🇲🇾🇲🇾🇲🇾,bunuh diri,Tertengok video org bunuh diri. 😢,in,https://twitter.com/profgenius91/status/1303140561277255680,Johor Bahru
7/9/2020,22:52:37,3130772000,maighaa,Cleopatghaa,bunuh diri,Wehhh aku tengok video lelaki bunuh diri kat fb live tuuu 😭😭😭 Semudah itu he pulled the trigger omg!!!!!!!!!!!!? 😭😭🤮🤮🤮🤮🤮🤮🤮🤮🤮,in,https://twitter.com/Maighaa/status/1302983115242049537,Johor Bahru
7/9/2020,13:07:25,1.24E+18,arfaa_omar,crispychocotub.arfa,sedih,"Teringat masa sekolah dulu rasa sedih sebab kene palau ngan budak2 yang rasa dieorg hots tahap api neraka sebab aku tak cantik.   But then ade seorang kawan ni pesan kat aku ""Jangan paksa diri kita kawan dengan orang yang tak nak kawan dengan kita, Sia sia"".  Thank you fifi!",in,https://twitter.com/ARFAA_OMAR/status/1302835843187392512,Johor Bahru
6/9/2020,10:05:56,286435864,saifudinwahid,pudin 🇲🇾,marah,Pastu marah diri sendiri haha,in,https://twitter.com/saifudinwahid/status/1302427783927218177,Johor Bahru
4/9/2020,21:29:28,1116172591,sywlrxk,sywlrxk,marah,aku dulu kuat marah jgk kalau mmber amik gambar tak cantik tapi akhirnya aku sedar diri jgk. betul laa brader ni cakap  ☹☹☹,in,https://twitter.com/SywlRxk/status/1301875026094731264,Johor Bahru
4/9/2020,17:11:03,566840981,nadianaimm,Naddddd🌷,kecewa,"Someone share my shared post on Facebook about kifarah jangan kecewakan orang and so on. Which is clearly she is one of yang wujudkan rasa kecewa dalam diri aku. And I was like, ""eh? Kena kifarah dah ke?"" #emosi",in,https://twitter.com/nadianaimm/status/1301809995034456065,Johor Bahru
31/8/2020,20:06:48,8.46E+17,annaalynzrich,Anna Alynz Rich Shop,#KitaJagaKita,[ #HealthTips #KitaJagaKita ]  Masih ada kes kan sekarang? Jadi jangan lalai dan jagalah diri anda dan keluarga ☺️  Mari bersama-sama kita tamatkan rantaian penyakit ini segera.  Dah tak larat nak pakai mask dah…  https://t.co/gSUqi1vWco,in,https://twitter.com/AnnaAlynzRich/status/1300404671010549760,Johor Bahru
27/8/2020,11:51:42,9.99E+17,hakimlizan,arshad hakim,bunuh diri,"Aku xtahu la aku nk percaya ur tweet over nk bunuh diri tu just for attention ke or mmg betul2  Sbb aku kenal kau dari form 3, kau mmg sejenis attention seeker anything for popularity 🤫",in,https://twitter.com/hakimlizan/status/1298830525134548992,Johor Bahru
25/8/2020,19:29:18,432529119,mankimii,𝓶𝓪𝓷𝓴𝓲𝓶𝓲,marah,"paling puas hati cuci kereta sendiri, kalau tak kena kat mata takkan nak marah diri sendiri kan? tu meroyan namanya hshshshahah 🤠🔫👍🏻",in,https://twitter.com/mankimii/status/1298220904401444864,Johor Bahru
24/8/2020,2:39:26,1.14E+18,jujulll2,dnial,kecewa,"maaf aku terlalu percaya tapi selalu berakhir kecewa, kini aku hanya percaya diri sendiri bukan lagi pada manusia yang selalu iri",in,https://twitter.com/jujulll2/status/1297604378275090432,Johor Bahru
23/8/2020,19:26:08,1.24E+18,arfaa_omar,crispychocotub.arfa,sedih,"Ya Allah, jika kesedihan ini dapat mendekatkan diri ku kepada Mu. Maka hadirkanlah rasa sedih ini dengan cara yg terbaik buatku. Agar aku sentiasa beristighfar mengenang dosa ku kepada mu. Amin.. 😔",in,https://twitter.com/ARFAA_OMAR/status/1297495333014921218,Johor Bahru
20/8/2020,9:09:55,8.08E+17,dfqmik,🕊,bunuh diri,bayern menang aku bunuh diri,in,https://twitter.com/dfqmik/status/1296253093382729728,Johor Bahru
