tweetID,month,date,positiveScore,neutralScore,negativeScore,sentimentType,near,keyword,tweet,,
0037,October,28/10/2020,0.001237925,0.122554598,0.876207477,negative,Johor Bahru,marah,teringin nak jadi manusia yang boleh tahan diri dari marah dan boleh sabar dengan semua benda tapi kita cuma manusia biasa kadang kadang tewas juga,,
0038,October,28/10/2020,0.007968623,0.788893699,0.203137677,neutral,Johor Bahru,sedih,ainaryanna skrg korea thailand semua aku tgk pastu sedih sendiri sis kenangkan diri x laku hahaha,,
0039,October,28/10/2020,0.000673032,0.066630151,0.932696818,negative,Johor Bahru,bunuh diri,haramjadah betul ada amoi nak bunuh diri terjun dari tingkat,,
0040,October,27/10/2020,0.001930582,0.191127644,0.806941773,negative,Johor Bahru,kecewa,hari ii kecewa dengan diri sendiri,,
0041,October,27/10/2020,0.001225312,0.121305883,0.877468805,negative,Johor Bahru,kecewa,pendirian aku dari langkah sheraton hingga hari ini tetap umno perlu kuat sendiri bukan hanya mengharap dan menumpang parti lain lawan untuk kekal jadi kerajaan harap tok zahid muhasabah diri sebagai ahli umno aku kecewa dan sedih tengok keadaan umno hari ini,,
0042,October,25/10/2020,0.000305014,0.030196426,0.969498559,negative,Johor Bahru,bunuh diri,mak dario lucinda bunuh diri sebab tak sanggup tanggung penipuan,,
0043,October,24/10/2020,0.001066311,0.105564815,0.893368873,negative,Johor Bahru,marah,jangan acah acah marah kawan sendiri sebab nak jaga diri kawan sangat pergi jaga diri sendiri takut tertelan banyak roll,,
0044,October,23/10/2020,0.001024416,0.101417173,0.897558411,negative,Johor Bahru,bunuh diri,the hell kedarah ape bulan dpt k gaji lol kau kuarantin je da minggu free je mkn duit rakyat rakyat suffer smpai bunuh diri la jwb la korg kat bwh nnti,,
0045,October,22/10/2020,0.001019839,0.100964051,0.89801611,negative,Johor Bahru,kecewa,agak kecewa dengan diri sendiri,,
0046,October,19/10/2020,0.00120286,0.119083129,0.879714011,negative,Johor Bahru,bunuh diri,kejadian bunuh diri tak kuat jangan tengok,,
0047,October,18/10/2020,0.000856466,0.084790139,0.914353395,negative,Johor Bahru,marah,masa tu belum ada mental health awareness lagi bayangkan budak umur tahun rasa sampai nak bunuh diri sebab cikgu bi dia selalu marah hina sebab dia tak pandai nasib baik ada sorang cikgu baik hati akan aku kenang jasa dia sampai bila,,
0048,October,13/10/2020,0.002365819,0.234216066,0.763418115,negative,Johor Bahru,#KitaJagaKita,oleh itu face mask wajib pakai bukan untuk lindungi diri kau semata mati tapi untuk elakkan diri kau jadi penyebar covid macam aku cakap tadi kau yang belum pernah swab test belum tentu negatif apa apa pun jaga diri semua kita jaga kita,,
0049,October,13/10/2020,0.009197938,0.910595865,0.080206197,neutral,Johor Bahru,#KitaJagaKita,bila kena lockdown ni ofc akan ada side effect dalam diri kita paling terkesan adalah mental kita sendiri jadi untuk kawan kawan di selangor kl putrajaya semoga tabah dan kuat menjalani pkpb mulai esok kita jaga kita,,
0050,October,11/10/2020,0.000121055,0.011984479,0.987894465,negative,Johor Bahru,bunuh diri,dik lepas ni kalau kau tertekan pastu ugut nak bunuh diri pun orang buat bodoh je layak,,
0051,October,6/10/2020,0.003298244,0.326526133,0.670175623,negative,Johor Bahru,sedih,sedih dengan diri sendiri sebab tak pandai mendidik,,
0052,October,5/10/2020,0.000112509,0.011138344,0.988749148,negative,Johor Bahru,marah,kena marah sikit je arini but sampai skg aku terasa tapi keluar sorang diri after maghrib sebab ada urusan lepas tu aku boleh teringat setiap butir kejadian tahun lepas dan ia buat aku jadi takut sangat rasa nak menangis jantung berdegup laju,,
0053,October,5/10/2020,0.000260806,0.025819751,0.973919444,negative,Johor Bahru,sedih,fatyhaxx alone sebab kita sedih kita betul betul perlukan masa untuk kita faham diri kita sendiri duduk tenangkan diri orang lain takkan sepenuhnya faham kita kita kena calm down lepastu sy selalu pujuk diri cakap kt diri sendiri takpe its okay kalau perlu nangis nangis je,,
0054,October,3/10/2020,0.778141965,0.219639454,0.00221858,positive,Johor Bahru,sedih,happy beday antekk botakss sll ada bersama ku ssh senang gelak tawa sedihthe best friend ever mmg termasuk kedalam air laut berfikiran matang x pndai ucap pnjg lebar have a nice day jaga diri kt ld tu ko balik kita vibing okey rizqinhusnan,,
0055,October,1/10/2020,0.00425029,0.420778694,0.574971016,negative,Johor Bahru,sedih,syafyn sedih la sya kita je jaga diri tapi ramai yang tak peduli pun,,
0056,October,1/10/2020,0.003309129,0.327603799,0.669087072,negative,Johor Bahru,bunuh diri,palabuto remote aircon kalau tak tahu pakai korang gi bunuh diri sudah,,
0057,September,30/9/2020,0.000831786,0.082346766,0.916821448,negative,Johor Bahru,sedih,sis tak diajar utk berdendam dgn org yg lebih tua tapi bila melibatkan arwah ayah hati mana yg tak rasa sedih org bersuara dgn nada perli seolah kami dua beradik tak ingat kubur arwah ayah kat kelantan tu cuma bila mcm ni cuba muhasabah diri sendiri dan alhamdulilah no dendam,,
0058,September,29/9/2020,0.004090512,0.404960671,0.590948817,negative,Johor Bahru,bunuh diri,cokolatstoberi hmmmmmm kan kalau x xkan la ada yg sampai nak bunuh diri some said mcm overthinking,,
0059,September,28/9/2020,0.000754516,0.074697058,0.924548426,negative,Johor Bahru,sedih,korang pernah tak buat diri korang sedih sakit hati korang sendiri yang buat why not korang duduk dalam bilik diam diam then relax kan diri korang lepastu minta maaf pada diri sendiri minta maaf sebab selalu menyakiti diri sendiri kesian diri sendiri selalu sedih je,,
0060,September,28/9/2020,0.00061606,0.060989989,0.938393951,negative,Johor Bahru,bunuh diri,haritu ada dah orang member aku plan nak bunuh diri sebab pkp sorang tu siap tanya aku kat mana ayat quran yg cakap bunuh diri tu masuk neraka sampai bila ni kalau jadi lagi skali memang betul bunuh diri member aku tu,,
0061,September,25/9/2020,0.006401342,0.633732829,0.35986583,neutral,Johor Bahru,bunuh diri,yang bunuh diri paradigm tu cikgu kawan nina rupanya,,
0062,September,24/9/2020,0.00628163,0.62188133,0.371837041,neutral,Johor Bahru,kecewa,jiwa ku resah apakah kesudahan kecewa atau pun bahagia ku yakin kan diri demi rindu ku siti nurhaliza bidadarikirimantuhan,,
0063,September,22/9/2020,0.008088861,0.80079726,0.191113879,neutral,Johor Bahru,#KitaJagaKita,peringatan untuk diri sendiri kita jaga kita,,
0064,September,19/9/2020,0.007775465,0.769771025,0.22245351,neutral,Johor Bahru,bunuh diri,fxrahamirah tektik bunuh diri hummmm,,
0065,September,19/9/2020,0.000885124,0.087627314,0.911487562,negative,Johor Bahru,sedih,sedih rasa semua dah ada kawan so tinggal aku je seorang diri,,
0066,September,17/9/2020,0.003710346,0.367324287,0.628965366,negative,Johor Bahru,bunuh diri,wei mama cite td dlm kete ade orang bunuh diri kt jambatan permas again demmmmm,,
0067,September,16/9/2020,0.000506396,0.050133215,0.949360389,negative,Johor Bahru,sedih,anyway tadi ada sorang ni tanya kalau kau mati kau tknk org dtg ke yeap fuckin move on with your life jangan acah acah sedih fuck that dont fucking give up org yg dh tkda mmg tkkan ada jangan acah acah simpati baik kau perbaiki diri dari meratap aku yang dah mati,,
0068,September,14/9/2020,0.000713487,0.070635197,0.928651316,negative,Johor Bahru,sedih,sedih bila dgr kes kawan baik sendiri kahwin tahun selama aku kenal laki dia adalah jenis yang kuat cemburu alih alih laki dia yang main kayu tiga dengan perempuan lain last sekali cerai itu lagi bagus dari diri tersiksa takut,,
0069,September,13/9/2020,0.006822698,0.675447137,0.317730164,neutral,Johor Bahru,bunuh diri,cikwawa hassan cuba bunuh diri,,
0070,September,13/9/2020,0.001230159,0.121785766,0.876984074,negative,Johor Bahru,bunuh diri,bunuh diri jela kalau hidup asyik nak puaskan hidup orang lain jeh aku ni terkial nak hadap orang sana nak hadap orang sini,,
0071,September,11/9/2020,0.000254988,0.025243828,0.974501184,negative,Johor Bahru,bunuh diri,kitorang ade masalah family yg tak dapat nak di elak kan and nyaris kitorang tak jadi kawen kalau ikot kan time tu dah redho dah konon nya takde jodoh sampai satu tahap nak bunuh diri sbb depress sangat tak sanggup dah sbb dugaan terlampau banyak,,
0072,September,10/9/2020,0.000762369,0.075474539,0.923763092,negative,Johor Bahru,marah,macam mana nak menahan diri drpd nak marah adik aku ni,,
0073,September,10/9/2020,0.003516962,0.348179214,0.648303824,negative,Johor Bahru,kecewa,tiba rasa kecewa dengan diri sendiri sebab kecik suka pisahkan anak ayam dgn ibu dia,,
0074,September,10/9/2020,0.004999976,0.494997665,0.500002358,negative,Johor Bahru,kecewa,aku tercari cari dimana diri aku yang dahulu yang sering gembira dan tidak kenal erti kecewa kembalilah diriku yang dulu aku amat merindukannya,,
0075,September,9/9/2020,0.000514197,0.050905519,0.948580283,negative,Johor Bahru,bunuh diri,mesuthzrl bila ekonomi down akan makin ramai orang mabuk merata rata dan kes bunuh diri pun meningkat kena jaga diri kita jangan kita jadi mangsa,,
0076,September,8/9/2020,0.000697469,0.069049462,0.930253069,negative,Johor Bahru,bunuh diri,masih takda kekuatan untuk tengok video yg bunuh diri time live tu baca komen pun dah ngeri,,
0077,September,8/9/2020,0.000729227,0.072193451,0.927077322,negative,Johor Bahru,bunuh diri,taknak tengok video lelaki yg buat live bunuh diri tu tapi haritu pernah tertengok vid kat mexico rasanya budak tu kena sembelih dgn geng kartel kot dahlah pisau tu mcm tumpul dia sembelih byk kali kepala budak tu,,
0078,September,8/9/2020,0.000852405,0.084388114,0.914759481,negative,Johor Bahru,bunuh diri,tertengok video org bunuh diri,,
0079,September,7/9/2020,0.006367725,0.630404728,0.363227547,neutral,Johor Bahru,bunuh diri,wehhh aku tengok video lelaki bunuh diri kat fb live tuuu semudah itu he pulled the trigger omg,,
0080,September,7/9/2020,0.000472263,0.046754004,0.952773733,negative,Johor Bahru,sedih,teringat masa sekolah dulu rasa sedih sebab kene palau ngan budak yang rasa dieorg hots tahap api neraka sebab aku tak cantik but then ade seorang kawan ni pesan kat aku jangan paksa diri kita kawan dengan orang yang tak nak kawan dengan kita sia sia thank you fifi,,
0081,September,6/9/2020,0.001421673,0.140745655,0.857832671,negative,Johor Bahru,marah,pastu marah diri sendiri haha,,
0082,September,4/9/2020,0.003194621,0.316267503,0.680537876,negative,Johor Bahru,marah,aku dulu kuat marah jgk kalau mmber amik gambar tak cantik tapi akhirnya aku sedar diri jgk betul laa brader ni cakap,,
0083,September,4/9/2020,0.004181462,0.413964779,0.581853759,negative,Johor Bahru,kecewa,someone share my shared post on facebook about kifarah jangan kecewakan orang and so on which is clearly she is one of yang wujudkan rasa kecewa dalam diri aku and i was like eh kena kifarah dah ke emosi,,
0084,August,31/8/2020,0.006962593,0.689296672,0.303740735,neutral,Johor Bahru,#KitaJagaKita,healthtips kita jaga kita masih ada kes kan sekarang jadi jangan lalai dan jagalah diri anda dan keluarga mari bersamasama kita tamatkan rantaian penyakit ini segera dah tak larat nak pakai mask dah,,
0085,August,27/8/2020,0.003285304,0.325245097,0.671469599,negative,Johor Bahru,bunuh diri,aku xtahu la aku nk percaya ur tweet over nk bunuh diri tu just for attention ke or mmg betul sbb aku kenal kau dari form kau mmg sejenis attention seeker anything for popularity,,
0086,August,25/8/2020,0.001169101,0.115740981,0.883089918,negative,Johor Bahru,marah,paling puas hati cuci kereta sendiri kalau tak kena kat mata takkan nak marah diri sendiri kan tu meroyan namanya hshshshahah,,
0087,August,24/8/2020,0.001589477,0.157358212,0.841052311,negative,Johor Bahru,kecewa,maaf aku terlalu percaya tapi selalu berakhir kecewa kini aku hanya percaya diri sendiri bukan lagi pada manusia yang selalu iri,,
0088,August,23/8/2020,0.005334863,0.528151455,0.466513682,neutral,Johor Bahru,sedih,ya allah jika kesedihan ini dapat mendekatkan diri ku kepada mu maka hadirkanlah rasa sedih ini dengan cara yg terbaik buatku agar aku sentiasa beristighfar mengenang dosa ku kepada mu amin,,
0089,August,20/8/2020,0.002585178,0.255932631,0.741482191,negative,Johor Bahru,bunuh diri,bayern menang aku bunuh diri,,
0090,August,16/8/2020,0.000102476,0.010145107,0.989752418,negative,Johor Bahru,bunuh diri,nak gain attention sampai sanggup kelar tangan and bila orang dah kecam sampai kau bunuh diri ni sebab dalam diri tu i have depression and i should get attention from socmed malas nak explain benda logic akal tapi kalau tak buat benda bodoh ni bukan manusialah dia,,
0091,August,16/8/2020,0.001397406,0.138343241,0.860259353,negative,Johor Bahru,bunuh diri,artis korea is on another level diorang record lepastu terus bunuh diri,,
0092,August,14/8/2020,0.000857996,0.084941592,0.914200412,negative,Johor Bahru,kecewa,lama kot aku tahan diri nak hiking tu tautau dia pi dgn kawan dia tu pun aku tau dari umi sumpah aku kecewa gila tahap cipan dah ni adik sendiri pun buat kita rasa mcm ni,,
0093,August,12/8/2020,0.0009086,0.08995138,0.90914002,negative,Johor Bahru,sedih,sampaikan dulu dia asyik rasa rendah diri je arghhh asal aku teringat plak ni sedih siak,,
0094,August,11/8/2020,0.001790565,0.177265925,0.82094351,negative,Johor Bahru,sedih,sedih bile dgr org yg kite sayang buat diri kite rasa mcm kite akan menghilangkan dia org yg sayangkan kite takkan pernah buat kite rasa gitu,,
0095,August,7/8/2020,0.001572981,0.155725076,0.842701944,negative,Johor Bahru,sedih,aku tak suka kalau orang compare compare ni tak kira la dengan sesiapa pun aku taknak adik aku sedih and rasa diri dorang tak pandai walhal dorang pandai tau aku suka tgk study journey dorang efforts study lain drpd aku aku ni biasa je pun dgn last min yg tak boleh brain,,
0096,August,6/8/2020,0.000112525,0.011139949,0.988747527,negative,Johor Bahru,marah,wansyazwanaa tak nampak mana satu gurauan dia haih diri sendiri sengaja tweet bodoh macam tu pastu nak marah bila orang bitter,,
0097,August,3/8/2020,0.001203947,0.119190761,0.879605292,negative,Johor Bahru,kecewa,jangan terlalu menaruh hati nnt kecewa diri,,
0098,August,3/8/2020,0.000467066,0.046239551,0.953293382,negative,Johor Bahru,bunuh diri,kes bunuh diri,,
0099,August,2/8/2020,0.002827452,0.279917723,0.717254825,negative,Johor Bahru,bunuh diri,bila ekonomi tak cun kes bunuh diri makin meningkat,,
0100,August,1/8/2020,0.001308674,0.129558681,0.869132646,negative,Johor Bahru,#KitaJagaKita,kerajaan telah mewajibkan pemakaian pelitup muka di tempat awam mulai ogos denda rm bakal dikenakan kepada yang ingkar dengan arahan ini sama kita lindungi diri dan keluarga pelitup muka mampu mengurangkan risiko jangkitan covid kita jaga kita,,
0101,July,29/7/2020,0.003375129,0.334137733,0.662487139,negative,Johor Bahru,#COVID19,guys owner kedai nasi kandar ni anak dia pekerja asing positif covid lepas nd test kepada bekas pelanggan tolonglah sedar diri pergi buat test jangan susahkan orang lain sampai pkp dikuatkuasa semula kluster sivagangga semakin merebak merbahaya,,
0102,July,25/7/2020,0.005001735,0.49517175,0.499826515,negative,Johor Bahru,kecewa,dah rasa kecewa yang amat ni alang kita treat diri sendiri dengan makanan tak perlu fikir keduniaan yang maha perit ni hahaha,,
0103,July,22/7/2020,0.002446159,0.242169697,0.755384145,negative,Johor Bahru,bunuh diri,ni budak yang bombakan selamat orang bunuh diri,,
0104,July,21/7/2020,0.162988028,0.828641852,0.00837012,neutral,Johor Bahru,bunuh diri,ellysharozario andiyusallim jamesroy iman ni dikuatkan untuk tindakan yg diambil andai iman tu kuat berfikir panjang dan bnyak muhasabah diri dia akan pergi jumpa pakar dan bukan ambik langkah mudah untuk bunuh diri,,
0105,July,20/7/2020,0.02878878,0.961499108,0.009712112,neutral,Johor Bahru,bunuh diri,chemassitah takpe sabar i know ni bukan masalah kuat ke tak kuat kita je tahu apa kita rasa i pernah jumpah yg kali cuba bunuh diri mereka cuma has reached their limits terus kuatkan diri ramai lagi yg masih tunggu dan sayang kita kat dunia ni so be happy,,
0106,July,20/7/2020,0.005402551,0.534852544,0.459744905,neutral,Johor Bahru,#KitaJagaKita,misamuddinisa ya jangan bagi muka kita jaga kita tapi kalau ada orang yang perangai pentingkan diri tak jadi apa juga kerajaan kena tegas,,
0107,July,20/7/2020,0.002276548,0.225378265,0.772345187,negative,Johor Bahru,sedih,semalam masa aku lepak tunggu sunset ada orang brother ni duduk dekat boleh dengar lah dorang sembang cerita pasal life nak kawen semua masalah masing just nice lah that kind of friendship member macam ni lah kalau sorang pergi rasa diri ni lost and sedih gila,,
0108,July,19/7/2020,0.003340413,0.330700926,0.66595866,negative,Johor Bahru,marah,bulan selalu marah aku sebab cakap diri sendiri tak cantik weh ayuayu dia pun garangggg tau tacoddd betholll aye ni hahahaha dia la selalu reminds aku yang aku ni cantik adoi banyak a member marah aku sbb cakap centu garang aaa depa ni,,
0109,July,18/7/2020,0.004887693,0.483881616,0.511230691,negative,Johor Bahru,bunuh diri,imtiazrazali kepala hotak makan pills macam nak bunuh diri wehbanyak siaaaa,,
0110,July,17/7/2020,0.00156856,0.155287403,0.843144038,negative,Johor Bahru,marah,ingat dah paling sistor la tu marah maki hamun guard macam tu setahu aku mask ni dah jadi keperluan untuk kita dalam keadaan macam ni dah terang terang salah diri sendiri tak pakai mask then u should follow the rules lah,,
0111,July,15/7/2020,0.0053201,0.526689862,0.467990039,neutral,Johor Bahru,bunuh diri,hahahahahha nak bunuh diri sempat buat somersault,,
0112,July,10/7/2020,0.00154327,0.152783774,0.845672956,negative,Johor Bahru,marah,bila teringat balik sumpah cetannnn skunk ni kalau dia ada ura nak marah je aku dah larikan diri kalau tak nanti aku nangis wkwkwkwkwk,,
0113,July,10/7/2020,0.004841876,0.479345697,0.515812428,negative,Johor Bahru,bunuh diri,tzcaa u pakai tudung lilit macam nak bunuh diri pun tetap nampak cantik sayang,,
0114,July,9/7/2020,0.00022241,0.022018573,0.977759018,negative,Johor Bahru,kecewa,baru aku perasan aku makan banyak nie sebenarnya aku protes diri sendiri aku stress kecewa semua laaa akhirnya aku makan,,
0115,July,8/7/2020,0.000906526,0.089746049,0.909347425,negative,Johor Bahru,sedih,tapi takpelah mula sedih sunyi nanti lama dah okay lah kan nak adapt keadaan kan faham je pergi atas sebab kerja pujuk diri sendiri selalu,,
0116,July,6/7/2020,0.003690189,0.365328685,0.630981126,negative,Johor Bahru,bunuh diri,hanifjamals kadang kadang terfikir nak cari bini tp tengok cermin rasa nak bunuh diri,,
0117,July,6/7/2020,0.003213513,0.318137748,0.67864874,negative,Johor Bahru,sedih,pernah dengar tak bila kita makan coklat dapat kurangkan rasa stress dalam diri kita bila sedih cari coklat bila moody terbayangkan coklat tak kiralah coklat dalam jenis macam mana pun samada coklat bar,,
0118,July,1/7/2020,0.001093821,0.108288236,0.890617944,negative,Johor Bahru,sedih,tengok org lain kene cut gaji mcm dugaan last kena kt diri sndri kena paksa amek al sedih sape xde al kne unpaid sampai la everything okay,,
0119,June,27/6/2020,0.002745452,0.271799733,0.725454815,negative,Johor Bahru,marah,okay saya lega bercakap jujur dgn mak saya bahawa saya shopping sekiannya dia gelak je mampu nak marah pun bukan dapat duit pun sorry maderrr saya stress la buat fyp insyaallah settle fyp ni confirm siuman nafsu serakah tu saya jarang shopping untuk diri sendiri,,
0120,June,26/6/2020,0.002826726,0.279845825,0.71732745,negative,Johor Bahru,bunuh diri,mrizzulad tu ah tu gg dah viral boleh dah bunuh diri,,
0121,June,25/6/2020,0.000943976,0.093453601,0.905602423,negative,Johor Bahru,sedih,tiap kali macam nie mesti rasa sedih sangat rasa macam diri tu memang dah tak layak sangat dah tak ada peluang tapi tetap nak teruskan nak tunggu aturan allah tak pernah salah meskipon kau terpaksa rasa sakit,,
0122,June,25/6/2020,0.000731362,0.072404799,0.92686384,negative,Johor Bahru,kecewa,kecewa dengan diri sendiri bila org sekeliling masih nampak kau teruk,,
0123,June,25/6/2020,0.489603229,0.505292804,0.005103968,neutral,Johor Bahru,#KitaJagaKita,terapikan diri jap norma baharu kita jaga kita stay safe stay healthy kedai gunting rambut mravi,,
0124,June,24/6/2020,0.009491501,0.939658553,0.050849947,neutral,Johor Bahru,sedih,hzqhssn aku tak suka nmpk org sedih so aku terbalikkan diri fikir nmpk drg mcm senyum gitew,,
0125,June,24/6/2020,0.000282307,0.027948387,0.971769306,negative,Johor Bahru,bunuh diri,tak semua baju bundle itu berhantu yang berhantu tu biasa mati dibunuh bunuh diri eksiden,,
