id,user_id,username,date,near,tweet
1310600000000000000,1.14585E+18,piekajan,28/9/2020,Johor Bahru,"Korang pernah tak buat diri korang sedih, sakit hati ? Korang sendiri yang buat. Why not korang duduk dalam bilik diam diam, then relax kan diri korang, lepastu minta maaf pada diri sendiri. Minta maaf, sebab selalu menyakiti diri sendiri...kesian diri sendiri.. Selalu sedih je.."
1310370000000000000,82580345,_amyary,28/9/2020,Johor Bahru,Haritu ada dah 2-3 orang member aku plan nak bunuh diri sebab pkp... sorang tu siap tanya aku kat mana ayat Quran yg cakap bunuh diri tu masuk neraka sampai bila².... ni kalau jadi lagi skali memang betul bunuh diri member² aku tu.
1309460000000000000,2388686156,ejattebabom,25/9/2020,Johor Bahru,Yang bunuh diri Paradigm tu cikgu kawan nina rupanya.
1309150000000000000,8.29317E+17,cenderung_tweet,24/9/2020,Johor Bahru,"' jiwa ku resah , apakah kesudahan , kecewa atau pun bahagia , ku yakin kan diri demi rindu ku - Siti Nurhaliza '  #BidadariKirimanTuhan   . 😭 ."
1308190000000000000,2816091025,rita_mar174,22/9/2020,Johor Bahru,Peringatan untuk diri sendiri #KitaJagaKita
1307110000000000000,7.07245E+17,syazwisuhaili,19/9/2020,Johor Bahru,@fxrahamirah Tektik bunuh diri..... Hummmm😩
1306990000000000000,1.20346E+18,nafinooh,19/9/2020,Johor Bahru,Sedih rasa semua dah ada kawan so tinggal aku je seorang diri
1306480000000000000,1.10861E+18,fendy_ffcc,17/9/2020,Johor Bahru,wei mama cite td dlm kete. ade orang bunuh diri kt jambatan permas. AGAIN!! demmmmm
1306230000000000000,1.04722E+18,shddramr,16/9/2020,Johor Bahru,"Anyway tadi ada sorang ni tanya kalau kau mati kau tknk org dtg ke? Yeap, fuckin move on with your life jangan acah acah sedih fuck that. Don't fucking give up, org yg dh tkda mmg tkkan ada. Jangan acah acah simpati, baik kau perbaiki diri dari meratap aku yang dah mati."
1305490000000000000,267073076,pocongst,14/9/2020,Johor Bahru,"Sedih bila dgr kes kawan baik sendiri  Kahwin 9 tahun, selama aku kenal laki dia adalah jenis yang kuat cemburu,alih alih laki dia yang main kayu tiga dengan perempuan lain   Last sekali cerai. Itu lagi bagus dari diri tersiksa 😭  Takut 😩"
1305150000000000000,482113541,ir_khairulazwa,13/9/2020,Johor Bahru,@cikwawa_hassan Cuba bunuh diri?
1305010000000000000,586398859,abceary_,13/9/2020,Johor Bahru,"Bunuh diri jela kalau hidup asyik nak puaskan hidup orang lain jeh. Aku ni terkial nak hadap orang sana, nak hadap orang sini."
1304330000000000000,576260286,mslilpumpkin,11/9/2020,Johor Bahru,"Kitorang ade masalah family yg tak dapat nak di elak kan. And nyaris2 kitorang tak jadi kawen kalau ikot kan. Time tu dah redho dah konon nya takde jodoh, sampai satu tahap nak bunuh diri sbb depress sangat! Tak sanggup dah sbb dugaan terlampau banyak."
1304010000000000000,195690494,lenatikah,10/9/2020,Johor Bahru,Macam mana nak menahan diri drpd nak marah adik aku ni.
1303890000000000000,1.05441E+18,rafiqalias98,10/9/2020,Johor Bahru,Tiba2 rasa kecewa dengan diri sendiri sebab kecik2 suka pisahkan anak ayam dgn ibu dia
1303730000000000000,1.03375E+18,nitefury04,10/9/2020,Johor Bahru,"Aku tercari-cari dimana diri aku yang dahulu , yang sering gembira dan tidak kenal erti kecewa . Kembalilah diriku yang dulu , aku amat merindukannya 🙇🏻❣️"
1303470000000000000,14969221,izzuddinsafuan,9/9/2020,Johor Bahru,@MesutHzrl Bila ekonomi down akan makin ramai orang mabuk merata-rata dan kes bunuh diri pun meningkat.   Kena jaga diri kita jangan kita jadi mangsa
1303350000000000000,1033479176,anakandaenramli,8/9/2020,Johor Bahru,Masih takda kekuatan untuk tengok video yg bunuh diri time live tu. Baca komen pun dah ngeri 😔
1303350000000000000,7.49435E+17,atiegrace,8/9/2020,Johor Bahru,"Taknak tengok video lelaki yg buat live bunuh diri tu. tapi haritu pernah tertengok vid kat mexico rasanya. Budak tu kena sembelih dgn geng kartel kot, dahlah pisau tu mcm tumpul dia sembelih byk kali kepala budak tu😭"
1303140000000000000,318394743,profgenius91,8/9/2020,Johor Bahru,Tertengok video org bunuh diri. 😢
1302980000000000000,3130772000,maighaa,7/9/2020,Johor Bahru,Wehhh aku tengok video lelaki bunuh diri kat fb live tuuu 😭😭😭 Semudah itu he pulled the trigger omg!!!!!!!!!!!!? 😭😭🤮🤮🤮🤮🤮🤮🤮🤮🤮
1302840000000000000,1.23955E+18,arfaa_omar,7/9/2020,Johor Bahru,"Teringat masa sekolah dulu rasa sedih sebab kene palau ngan budak2 yang rasa dieorg hots tahap api neraka sebab aku tak cantik.   But then ade seorang kawan ni pesan kat aku ""Jangan paksa diri kita kawan dengan orang yang tak nak kawan dengan kita, Sia sia"".  Thank you fifi!"
1302430000000000000,286435864,saifudinwahid,6/9/2020,Johor Bahru,Pastu marah diri sendiri haha
1301880000000000000,1116172591,sywlrxk,4/9/2020,Johor Bahru,aku dulu kuat marah jgk kalau mmber amik gambar tak cantik tapi akhirnya aku sedar diri jgk. betul laa brader ni cakap  ☹☹☹
1301810000000000000,566840981,nadianaimm,4/9/2020,Johor Bahru,"Someone share my shared post on Facebook about kifarah jangan kecewakan orang and so on. Which is clearly she is one of yang wujudkan rasa kecewa dalam diri aku. And I was like, ""eh? Kena kifarah dah ke?"" #emosi"
1300400000000000000,8.45571E+17,annaalynzrich,31/8/2020,Johor Bahru,[ #HealthTips #KitaJagaKita ]  Masih ada kes kan sekarang? Jadi jangan lalai dan jagalah diri anda dan keluarga ☺️  Mari bersama-sama kita tamatkan rantaian penyakit ini segera.  Dah tak larat nak pakai mask dah…  https://t.co/gSUqi1vWco
1298830000000000000,9.98686E+17,hakimlizan,27/8/2020,Johor Bahru,"Aku xtahu la aku nk percaya ur tweet over nk bunuh diri tu just for attention ke or mmg betul2  Sbb aku kenal kau dari form 3, kau mmg sejenis attention seeker anything for popularity 🤫"
1298820000000000000,468455660,enypiskitasari,27/8/2020,Johor Bahru,"paling puas hati cuci kereta sendiri, kalau tak kena kat mata takkan nak marah diri sendiri kan? tu meroyan namanya hshshshahah 🤠🔫👍🏻"
1298220000000000000,432529119,mankimii,25/8/2020,Johor Bahru,"maaf aku terlalu percaya tapi selalu berakhir kecewa, kini aku hanya percaya diri sendiri bukan lagi pada manusia yang selalu iri"
1297600000000000000,1.13908E+18,jujulll2,24/8/2020,Johor Bahru,"Ya Allah, jika kesedihan ini dapat mendekatkan diri ku kepada Mu. Maka hadirkanlah rasa sedih ini dengan cara yg terbaik buatku. Agar aku sentiasa beristighfar mengenang dosa ku kepada mu. Amin.. 😔"
1297500000000000000,1.23955E+18,arfaa_omar,23/8/2020,Johor Bahru,bayern menang aku bunuh diri
1296250000000000000,8.07561E+17,dfqmik,20/8/2020,Johor Bahru,"Nak gain attention sampai sanggup kelar tangan and bila orang dah kecam sampai kau bunuh diri ni sebab dalam diri tu i have depression and i should get attention from socmed, malas nak explain benda logic akal tapi kalau tak buat benda bodoh ni bukan manusialah dia"
1294960000000000000,626339788,iamikiy,16/8/2020,Johor Bahru,Artis korea is on another level. Diorang record lepastu terus bunuh diri :')
1294930000000000000,1.10579E+18,michiryy,16/8/2020,Johor Bahru,"Lama kot aku tahan diri nak hiking tu tau-tau dia pi dgn kawan dia tu pun aku tau dari umi, sumpah aku kecewa gila tahap cipan dah ni. Adik sendiri pun buat kita rasa mcm ni 🙂 Eyyy geram"
1294000000000000000,195690494,lenatikah,14/8/2020,Johor Bahru,Sampaikan dulu dia asyik rasa rendah diri je. Arghhh asal aku teringat plak ni. Sedih siak
1293570000000000000,175946603,zufasyazul,12/8/2020,Johor Bahru,Sedih bile dgr org yg kite sayang buat diri kite rasa mcm kite akan menghilangkan dia. Org yg sayangkan kite takkan pernah buat kite rasa gitu
1292910000000000000,1.07235E+18,najwaazman12,11/8/2020,Johor Bahru,Aku tak suka kalau orang compare-compare ni tak kira la dengan sesiapa pun. Aku taknak adik2 aku sedih and rasa diri dorang tak pandai walhal dorang pandai tau. Aku suka tgk study journey dorang &amp; efforts study lain drpd aku. Aku ni biasa je pun dgn last min yg tak boleh brain.
1291410000000000000,195690494,lenatikah,7/8/2020,Johor Bahru,@wansyazwanaa Tak nampak mana satu gurauan dia haih diri sendiri sengaja tweet bodoh macam tu. Pastu nak marah bila orang bitter.  https://t.co/DMfxOHTx1B
1291370000000000000,4177370774,asyurahjc_,6/8/2020,Johor Bahru,Jangan terlalu menaruh hati nnt kecewa diri..
1290200000000000000,1.20346E+18,nafinooh,3/8/2020,Johor Bahru,Kes bunuh diri
1290080000000000000,1620247110,hasritam,3/8/2020,Johor Bahru,Bila ekonomi tak cun kes bunuh diri makin meningkat
1289810000000000000,14969221,izzuddinsafuan,2/8/2020,Johor Bahru,"Kerajaan telah mewajibkan pemakaian pelitup muka di tempat awam, mulai 1 Ogos 2020. Denda Rm 1,000 bakal dikenakan kepada yang ingkar dengan arahan ini. Sama2 kita lindungi diri dan Keluarga. Pelitup muka mampu mengurangkan risiko jangkitan Covid-19 #KitaJagaKita  https://t.co/rfPKApHjZo"
1289350000000000000,1902268842,alagen_krishnan,1/8/2020,Johor Bahru,"Guys. Owner kedai nasi kandar ni, anak dia &amp; 4 pekerja asing positif #COVID19 lepas 2nd test.  Kepada bekas pelanggan, tolonglah sedar diri, pergi buat test jangan susahkan orang lain sampai PKP dikuatkuasa semula.  Kluster Sivagangga semakin merebak &amp; merbahaya."
1288480000000000000,366089337,f4izalhassan,29/7/2020,Johor Bahru,Dah rasa kecewa yang amat ni alang-2 kita treat diri sendiri dengan makanan. Tak perlu fikir keduniaan yang maha perit ni hahaha
1286960000000000000,844534712,abdmuhaiminrazm,25/7/2020,Johor Bahru,Ni budak yang “bombakan selamat orang bunuh diri”
1285760000000000000,7.13728E+17,kennycolden,22/7/2020,Johor Bahru,@Ellysharozario1 @AndiYusallim @jamesroy___ Iman ni dikuatkan untuk tindakan yg diambil. Andai iman tu kuat berfikir panjang dan bnyak muhasabah diri dia akan pergi jumpa pakar dan bukan ambik langkah mudah untuk bunuh diri
1285420000000000000,4897380276,syrfhdyt22_,21/7/2020,Johor Bahru,@chemassitah Takpe sabar. I know ni bukan masalah kuat ke tak kuat. Kita je tahu apa kita rasa. I pernah jumpah yg 4 kali cuba bunuh diri. Mereka cuma has reached their limits. Terus kuatkan diri. Ramai lagi yg masih tunggu dan sayang kita kat dunia ni so be happy☺️✨
1285240000000000000,1.05441E+18,rafiqalias98,20/7/2020,Johor Bahru,"@MIsamuddinIsa Ya. Jangan bagi muka.   #KitaJagaKita tapi kalau ada orang yang perangai pentingkan diri, tak jadi apa juga.   Kerajaan kena tegas !"
1285220000000000000,333316043,madyasirab,20/7/2020,Johor Bahru,Semalam masa aku lepak tunggu sunset. Ada 2 orang brother ni duduk dekat. Boleh dengar lah dorang sembang. Cerita pasal life nak kawen semua.. Masalah masing. Just nice lah.. that kind of friendship.. Member macam ni lah kalau sorang pergi rasa diri ni lost and sedih gila2.
1285000000000000000,1.0135E+18,aimshah0509,20/7/2020,Johor Bahru,Bulan selalu marah aku sebab cakap diri sendiri tak cantik 😭 weh ayu-ayu dia pun garangggg tau tacoddd betholll aye ni hahahaha dia la selalu reminds aku yang aku ni cantik. Adoi banyak a member marah aku sbb cakap centu 😩 garang aaa depa ni
1284590000000000000,195690494,lenatikah,19/7/2020,Johor Bahru,@ImtiazRazali Kepala hotak makan pills macam nak bunuh diri weh...banyak siaaaa....
1284160000000000000,390083210,amirulbardri,18/7/2020,Johor Bahru,"ingat dah paling sistor la tu , marah maki hamun guard macam tu? setahu aku mask ni dah jadi keperluan untuk kita dalam keadaan macam ni .dah terang terang salah diri sendiri tak pakai mask then u should follow the rules lah."
1283970000000000000,1.07137E+18,myranotmira,17/7/2020,Johor Bahru,hahahahahha nak bunuh diri sempat buat somersault😂😂
1283280000000000000,8.72764E+17,alepkimiii,15/7/2020,Johor Bahru,Bila teringat balik sumpah cetannnn. Skunk ni kalau dia ada ura2 nak marah je aku dah larikan diri kalau tak nanti aku nangis wkwkwkwkwk
1281570000000000000,2412570463,fazirasfh,10/7/2020,Johor Bahru,@tzcaa U pakai tudung lilit macam nak bunuh diri pun tetap nampak cantik sayang 🥰❤️
1281270000000000000,2906909736,iqmalarchibaldd,10/7/2020,Johor Bahru,"Baru aku perasan aku makan banyak nie sebenarnya aku protes diri sendiri, aku stress, kecewa semua laaa. Akhirnya aku makan 🤣"
1281140000000000000,555967589,hzmlrn,9/7/2020,Johor Bahru,"Tapi takpelah, mula2 sedih. Sunyi nanti lama2 dah okay lah kan. Nak adapt keadaan kan. Faham je, pergi atas sebab kerja *pujuk diri sendiri selalu"
1280850000000000000,435578661,_ainnana,8/7/2020,Johor Bahru,Bunuh diri
1280400000000000000,332257573,whhidayat_,7/7/2020,Johor Bahru,@hanifjamals Kadang kadang terfikir nak cari bini. Tp tengok cermin rasa nak bunuh diri.
1280020000000000000,453898572,perfcuktion,6/7/2020,Johor Bahru,"PERNAH DENGAR TAK BILA KITA MAKAN COKLAT, DAPAT KURANGKAN RASA STRESS DALAM DIRI KITA? . Bila sedih, cari coklat. Bila moody, terbayangkan coklat. Tak kiralah coklat dalam jenis macam mana pun, samada coklat bar ke,…  https://t.co/2NRiJG0nTJ"
1279990000000000000,598519903,jamilah_sahlan,6/7/2020,Johor Bahru,"Tengok org lain kene cut gaji, mcm2 dugaan, last2 kena kt diri sndri, kena paksa amek al, sedih, sape xde al kne unpaid sampai la everything okay ☹️"
1278300000000000000,1067415775,ctajamohdtaha,1/7/2020,Johor Bahru,|| kadang-kadang kita mewujudkan rasa sakit hati dalam diri kita melalui jangkaan kita || kadang itulah penyebab hati jadi muram ||  **dsas🤍💚
1278130000000000000,1.18583E+18,fadlyshamsuddin,1/7/2020,Johor Bahru,"Okay saya lega bercakap jujur dgn mak saya bahawa saya shopping sekiannya. Dia gelak je mampu nak marah pun bukan dapat duit pun 😂 Sorry maderrr saya stress la buat fyp, InsyaAllah settle fyp ni confirm siuman nafsu serakah tu. Saya jarang shopping untuk diri sendiri."
1276650000000000000,195690494,lenatikah,27/6/2020,Johor Bahru,"@Mr_IzzulAD Tu ah tu, gg dah viral. Boleh dah bunuh diri"
